"Marka","Model","Araç Paketi","Motor Gücü","Motor Hacmi","Fiyat"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1265000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","959750"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","916500"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1161000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1200000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","980000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1077000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1260000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","1017900"
"Hyundai","Kona","Hibrit Elite","200 hp'e kadar","1600 cm³’e kadar","1155000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1106000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","1030000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","1050000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","917000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","830000"
"Hyundai","Kona","Hibrit Smart","200 hp'e kadar","1600 cm³’e kadar","1115000"
"Hyundai","Kona","Elite","200 hp'e kadar","1600 cm³’e kadar","885900"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","969000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","969969"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1050000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","935000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1050000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","990000"
"Hyundai","Kona","Hibrit Elite","200 hp'e kadar","1600 cm³’e kadar","1125000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","975000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","955000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1400000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","970000"
"Hyundai","Kona","Elite","200 hp'e kadar","1600 cm³’e kadar","952000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1130000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1227500"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","1020000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1150000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","989999"
"Hyundai","Kona","Elite","200 hp'e kadar","1600 cm³’e kadar","915000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","779900"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","875000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","995000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","985000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1000000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1140000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","790000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","805000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1199900"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","955000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1110000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","875000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","999999"
"Hyundai","Kona","Hibrit Style","200 hp'e kadar","1600 cm³’e kadar","937500"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","899500"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","960000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","987000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","970000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","925000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","805000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","839999"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","899000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1075000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1120000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1112000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","750000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1035000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","935000"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","980000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1100000"
"Hyundai","Kona","Hibrit Elite","200 hp'e kadar","1600 cm³’e kadar","1115000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1058750"
"Hyundai","Kona","Hibrit Smart","200 hp'e kadar","1600 cm³’e kadar","1150000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","990000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","990000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","985000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","919000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1112000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","980000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","970000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1145000"
"Hyundai","Kona","Elite","200 hp'e kadar","1600 cm³’e kadar","937750"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","844750"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","965000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","920000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1159000"
"Hyundai","Kona","Elite","200 hp'e kadar","1600 cm³’e kadar","940000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","970000"
"Hyundai","Kona","Progressive","200-500 hp","Elektrikli Motor","1235000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","1000000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","740000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","910000"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","980000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1260000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","984000"
"Hyundai","Kona","Elite","200 hp'e kadar","1600 cm³’e kadar","915000"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","979900"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","993000"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","979000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1070000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","985000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","765000"
"Hyundai","Kona","Hibrit Elite","200 hp'e kadar","1600 cm³’e kadar","1100000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","985000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1149750"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1156900"
"Hyundai","Kona","Hibrit Elite","200 hp'e kadar","1600 cm³’e kadar","1120000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","960000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","985000"
"Hyundai","Kona","Hibrit Elite","200 hp'e kadar","1600 cm³’e kadar","1135000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1150000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","979000"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","1039000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","975000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","900000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1120000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1025000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","945900"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","1035000"
"Hyundai","Kona","Hibrit Elite","200 hp'e kadar","1600 cm³’e kadar","1110000"
"Hyundai","Kona","Elite","200 hp'e kadar","1600 cm³’e kadar","930000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","990000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","923000"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","1065000"
"Hyundai","Kona","Elite","200 hp'e kadar","1600 cm³’e kadar","860000"
"Hyundai","Kona","Hibrit Style","200 hp'e kadar","1600 cm³’e kadar","1035000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","935000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","979000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1105950"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1180000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1100000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1135000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","987500"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","1055000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1049000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","995000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","902000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","1225000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","815000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","959500"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","920000"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","1095000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","874900"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","927500"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","964900"
"Hyundai","Kona","Hibrit Elite","200 hp'e kadar","1600 cm³’e kadar","1090000"
"Hyundai","Kona","Hibrit Style","200 hp'e kadar","1600 cm³’e kadar","1115000"
"Hyundai","Kona","Smart","200 hp'e kadar","1600 cm³’e kadar","1045000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","1055000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1150000"
"Hyundai","Kona","Style","200 hp'e kadar","1600 cm³’e kadar","963000"
"Hyundai","Kona","Elite Smart","200 hp'e kadar","1600 cm³’e kadar","1025000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1045000"
"Hyundai","Kona","Progressive","200 hp'e kadar","Elektrikli Motor","1106900"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4000000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","1900000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","8950000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4115053"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4329500"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3100000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4375000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3250000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3490000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3650000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","9500000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","3080000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","2670000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3900000"
"Porsche","Panamera","Panamera Turbo S E-Hybrid","500 hp'ten fazla","2000 cm³’ten fazla","15500000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","5500000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3550000"
"Porsche","Panamera","Panamera 4 Platinum Edition","200-500 hp","2000 cm³’ten fazla","12789000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2975000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","4200000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","2475000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3951500"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4150000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","3150000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","5550000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","5150000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2650000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2434900"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","6250000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3275000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2890000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3057700"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2900000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3440000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3119900"
"Porsche","Panamera","Panamera 4S Diesel","200-500 hp","2000 cm³’ten fazla","10350000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3000000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2625000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","2800000"
"Porsche","Panamera","Panamera 4 Sport Turismo","200-500 hp","2000 cm³’ten fazla","7499000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3250000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","11250000"
"Porsche","Panamera","Panamera 4S E-Hybrid","500 hp'ten fazla","2000 cm³’ten fazla","15500000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","2650000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","5100000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2805000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","5000000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2950000"
"Porsche","Panamera","Panamera 4S Diesel","200-500 hp","2000 cm³’ten fazla","8500000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2995000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3825000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","3600000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3199999"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","3050000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3700000"
"Porsche","Panamera","Panamera 4S E-Hybrid","500 hp'ten fazla","2000 cm³’ten fazla","15500000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3079000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2890000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","12100000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3420000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4850000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3090000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3500000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3485000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2350000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","2450000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4950000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2640000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2450000"
"Porsche","Panamera","Panamera 4S Diesel","200-500 hp","2000 cm³’ten fazla","10250000"
"Porsche","Panamera","Panamera 4 Platinum Edition","200-500 hp","2000 cm³’ten fazla","11690000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3500000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","15750000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3500000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2585000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3700000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3400000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3395000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","3590000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4250000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3070000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3250000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4000000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3850000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","11950000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2930000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3280000"
"Porsche","Panamera","Panamera 4 Platinum Edition","200-500 hp","2000 cm³’ten fazla","12450000"
"Porsche","Panamera","Panamera Turbo S E-Hybrid","500 hp'ten fazla","2000 cm³’ten fazla","3000000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3650000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2649000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","3750000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3100000"
"Porsche","Panamera","Panamera Turbo","200-500 hp","2000 cm³’ten fazla","4750000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3515000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","3500000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","3550000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3125000"
"Porsche","Panamera","Panamera GTS","200-500 hp","2000 cm³’ten fazla","4400000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3150000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","865000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4350000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3390000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2360000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2810000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","6100044"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3700000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4245000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2775000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","2850000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3450000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","3950000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2850000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","3325000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3100000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","7300000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3505000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2890000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4200000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2710000"
"Porsche","Panamera","Panamera 4S Diesel","200-500 hp","2000 cm³’ten fazla","11000000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","4000000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","3775000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2525000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3100000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4350000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4025000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","15250000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","5100000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2455000"
"Porsche","Panamera","Panamera 4 - 10 Years Edition","200-500 hp","2000 cm³’ten fazla","8099000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","6150000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4850000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","11500000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","12500000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4921000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2815000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","13750000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3100000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3150000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3000000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2799000"
"Porsche","Panamera","Panamera GTS","200-500 hp","2000 cm³’ten fazla","5650000"
"Porsche","Panamera","Panamera 4 Platinum Edition","200-500 hp","2000 cm³’ten fazla","11150000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2820000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","5300000"
"Porsche","Panamera","Panamera S","200-500 hp","2000 cm³’ten fazla","3350000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","5000000"
"Porsche","Panamera","Panamera 4S E-Hybrid","500 hp'ten fazla","2000 cm³’ten fazla","15090000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","3295000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3425000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3500000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","2650000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2735000"
"Porsche","Panamera","Panamera 4","200-500 hp","2000 cm³’ten fazla","2350000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","4070000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3250000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3150000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2650000"
"Porsche","Panamera","Panamera 4 Sport Turismo","200-500 hp","2000 cm³’ten fazla","8550000"
"Porsche","Panamera","Panamera 4S","200-500 hp","2000 cm³’ten fazla","3125000"
"Porsche","Panamera","Panamera Turbo","200-500 hp","2000 cm³’ten fazla","4177900"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3400000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","2375000"
"Porsche","Panamera","Panamera Turbo","200-500 hp","2000 cm³’ten fazla","3190000"
"Porsche","Panamera","Panamera 4 E-Hybrid","200-500 hp","2000 cm³’ten fazla","13190000"
"Porsche","Panamera","Panamera Diesel","200-500 hp","2000 cm³’ten fazla","3135000"
