"Marka","Model","Motor","Araç Paketi","Model Yıl","Yakıt","Vites","Araç Durumu","Araç Kilometresi","Kasa Tipi","Motor Gücü","Motor Hacmi","Çekiş","Renk","Garanti","Ağır Hasar Kayıtlı","Plaka / Uyruk","Kimden","Takas","Fiyat"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Otomatik","İkinci El","8500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Hayır","920000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1030","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Evet","984000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","3500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Evet","1050000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1002","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Evet","979500"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6200","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Galeriden","Evet","950000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","8700","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Hayır","Evet","TR","Sahibinden","Hayır","820000"
"Hyundai","Bayon","1.0 T-GDI","Style","2023","Benzin","Otomatik","İkinci El","6001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Hayır","Hayır","TR","Sahibinden","Hayır","985000"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Manuel","İkinci El","28500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Hayır","798000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","6200","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Galeriden","Hayır","1020000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin & LPG","Otomatik","İkinci El","20000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","905000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1154","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","930000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Hayır","Hayır","TR","Sahibinden","Hayır","1175000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","7600","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Hayır","915000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin & LPG","Otomatik","İkinci El","1010","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Evet","997000"
"Hyundai","Bayon","1.0 T-GDI","Style","2023","Benzin","Otomatik","İkinci El","6023","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Evet","1023000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","6150","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Galeriden","Evet","995000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6150","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","920000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1999","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Evet","975000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","11583","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Galeriden","Evet","975200"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","7000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","990000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","6050","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Evet","1150000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Evet","932000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Hayır","935000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","15000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kahverengi","Evet","Hayır","TR","Sahibinden","Hayır","925000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","23000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Galeriden","Evet","915000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","8200","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Lacivert","Evet","Hayır","TR","Sahibinden","Hayır","1062000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Füme","Evet","Hayır","TR","Sahibinden","Hayır","946000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","21500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","895000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6422","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","985000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1003","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","950000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Mavi","Evet","Hayır","TR","Sahibinden","Hayır","1020000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","6930","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","970000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Hayır","973000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","11000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","947000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","27000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","999500"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","4000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Bordo","Evet","Hayır","TR","Sahibinden","Hayır","965000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Evet","965000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Hayır","985000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Evet","960000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1005","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Bordo","Evet","Hayır","TR","Sahibinden","Evet","942000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6100","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Galeriden","Evet","975000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","10975","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Mavi","Evet","Hayır","TR","Galeriden","Evet","945000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6223","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Galeriden","Evet","959900"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","4500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","940000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Evet","995000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","6001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","950000"
"Hyundai","Bayon","1.0 T-GDI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Evet","995000"
"Hyundai","Bayon","1.0 T-GDI","Style","2022","Benzin","Otomatik","İkinci El","6300","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Galeriden","Evet","1060000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","6100","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Galeriden","Hayır","1050000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Evet","988000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1100","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Hayır","948000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","6001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Galeriden","Hayır","1020000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6100","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Füme","Evet","Hayır","TR","Galeriden","Evet","980000"
"Hyundai","Bayon","1.4 MPI","Elite","2021","Benzin","Otomatik","İkinci El","7000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","980000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","9500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Evet","994500"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","987000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","5700","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","1250000"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Otomatik","İkinci El","7400","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Galeriden","Hayır","891500"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","7000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Evet","945000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","7000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","954000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6390","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Galeriden","Hayır","920000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","6500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Galeriden","Evet","937500"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","7500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","908000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","4000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Mavi","Evet","Hayır","TR","Sahibinden","Hayır","1095000"
"Hyundai","Bayon","1.4 MPI","Jump","2021","Benzin","Manuel","İkinci El","6001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","753000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","7500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Evet","920000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","31200","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","875000"
"Hyundai","Bayon","1.4 MPI","Elite","2021","Benzin","Otomatik","İkinci El","25000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Mavi","Evet","Hayır","TR","Sahibinden","Hayır","980000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","12900","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","965000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Mavi","Evet","Hayır","TR","Sahibinden","Hayır","978000"
"Hyundai","Bayon","1.4 MPI","Jump","2023","Benzin","Manuel","İkinci El","1007","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Evet","831250"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","14000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Füme","Evet","Hayır","TR","Sahibinden","Hayır","985000"
"Hyundai","Bayon","1.4 MPI","Elite","2021","Benzin","Otomatik","İkinci El","7600","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","975000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin & LPG","Otomatik","İkinci El","8000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Evet","950000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1100","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","965000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","17000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","898000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","14400","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Evet","935000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","10000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","1050000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","976000"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Otomatik","İkinci El","17000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","897000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","8000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","940000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Evet","999000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","6001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gümüş Gri","Evet","Hayır","TR","Sahibinden","Hayır","1055000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","1900","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","955000"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Otomatik","İkinci El","21000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","859000"
"Hyundai","Bayon","1.4 MPI","Elite","2021","Benzin","Otomatik","İkinci El","7500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Galeriden","Hayır","931000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","11000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","915000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","18000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Evet","990000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","8200","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Hayır","Hayır","TR","Sahibinden","Hayır","1075000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","11500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","995000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","9000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","1025000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","13268","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","970000"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Manuel","İkinci El","25000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","794000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1005","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Mavi","Evet","Hayır","TR","Sahibinden","Hayır","926500"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1002","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Sahibinden","Hayır","1050000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Mavi","Evet","Hayır","TR","Sahibinden","Hayır","970000"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Otomatik","İkinci El","9000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Evet","891500"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","10500","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","935000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin & LPG","Otomatik","İkinci El","11000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","981000"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Manuel","İkinci El","33000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kahverengi","Hayır","Hayır","TR","Galeriden","Evet","776000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","24000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Galeriden","Evet","935000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","11000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Evet","999000"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","8000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Füme","Evet","Hayır","TR","Sahibinden","Hayır","935000"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1110","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Hayır","995000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","8000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Galeriden","Evet","994900"
"Hyundai","Bayon","1.4 MPI","Jump","2022","Benzin","Otomatik","İkinci El","22000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Galeriden","Evet","879900"
"Hyundai","Bayon","1.4 MPI","Elite","2021","Benzin","Otomatik","İkinci El","11300","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Hayır","985000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Hayır","Hayır","TR","Sahibinden","Hayır","950000"
"Hyundai","Bayon","1.4 MPI","Style","2021","Benzin","Otomatik","İkinci El","9800","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Kırmızı","Evet","Hayır","TR","Sahibinden","Hayır","920000"
"Hyundai","Bayon","1.4 MPI","Elite","2021","Benzin","Otomatik","İkinci El","12000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Beyaz","Evet","Hayır","TR","Sahibinden","Evet","970000"
"Hyundai","Bayon","1.4 MPI","Style","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Mavi","Evet","Hayır","TR","Sahibinden","Evet","945500"
"Hyundai","Bayon","1.4 MPI","Style","2022","Benzin","Otomatik","İkinci El","11000","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Hayır","980000"
"Hyundai","Bayon","1.4 MPI","Elite","2022","Benzin","Otomatik","İkinci El","6200","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Gri","Evet","Hayır","TR","Galeriden","Evet","979900"
"Hyundai","Bayon","1.4 MPI","Elite","2023","Benzin","Otomatik","İkinci El","1001","SUV","200 hp'e kadar","1600 cm³’e kadar","4x2 (Önden Çekişli)","Yeşil","Evet","Hayır","TR","Sahibinden","Hayır","972500"
